sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
3.2,0.785,0.734,0.832,1.0,0,0.681,0.08,0.929,0.43,0.688,0.104,0.103,0.027,0.63,-0.35,0.1084,0.592,0.556,0.002,0.418,Economics,FAMSS,100,1,GS
3.23,0.316,0.472,0.478,0.444,1,0.357,0.482,0.145,0.235,0.344,0.035,-0.097,-0.001,0.601,0.26,0.0442,0.411,0.178,0.0,0.199,Quantity Surveying,FES,400,2,GS
2.31,0.933,0.738,0.729,0.735,0,0.587,0.064,0.478,0.952,0.862,-0.016,-0.132,-0.112,0.794,0.05,0.0651,0.487,0.727,0.0,0.654,Health Information Management,FBMS,300,2,GS
3.21,0.21,0.3,0.23,0.531,3,0.494,0.278,0.271,0.275,0.024,-0.073,0.171,-0.149,0.092,0.06,0.0061,0.279,0.046,0.091,0.499,Architecture,FES,200,2,GS
2.47,0.787,0.62,0.858,0.909,1,0.537,0.215,0.872,0.524,0.894,-0.098,-0.366,0.251,0.66,0.57,-0.0312,0.581,0.315,0.014,0.397,Public Health,FBMS,100,1,GS
2.03,0.868,0.817,0.827,0.913,0,0.577,0.162,0.286,0.836,1.0,0.232,0.314,-0.018,0.836,0.27,0.027,0.692,0.629,0.079,0.516,Business Administration,FAMSS,300,2,GS
1.74,0.027,0.284,0.431,0.038,1,0.563,0.161,0.314,0.103,0.579,-0.253,-0.162,0.186,0.341,-0.08,-0.0209,0.423,0.0,0.15,0.493,Quantity Surveying,FES,100,1,NGS
2.86,0.798,0.617,0.735,0.615,0,0.727,0.035,0.81,0.59,0.427,0.403,-0.003,0.1,0.651,0.26,0.0436,0.729,0.48,0.009,0.703,Quantity Surveying,FES,200,1,GS
2.84,0.422,0.685,0.48,0.741,0,0.576,0.201,0.511,0.557,0.558,-0.073,-0.23,0.172,0.617,0.23,-0.0721,0.414,0.197,0.0,0.579,Biochemistry,FNAS,100,2,GS
2.73,0.642,1.0,1.0,0.604,0,0.522,0.231,0.78,0.098,0.549,0.186,0.1,0.362,0.609,-0.52,0.0121,0.497,0.749,0.037,0.457,Economics,FAMSS,100,2,GS
3.91,0.896,0.605,0.852,0.934,0,0.292,0.182,0.445,0.699,0.378,0.039,-0.286,-0.043,0.598,0.45,-0.0695,0.746,0.56,0.0,0.21,Public Health,FBMS,300,1,GS
2.25,0.557,0.719,0.76,0.437,0,0.636,0.219,0.445,0.563,0.721,0.087,0.025,-0.086,0.529,-0.2,-0.1301,0.774,0.52,0.01,0.507,History and International Relations,FAMSS,200,2,GS
2.0,0.393,0.357,0.447,0.482,0,0.264,0.529,0.158,0.502,0.152,-0.281,0.087,0.027,0.425,0.01,-0.0924,0.369,0.054,0.0,0.0,Estate Management,FES,200,2,GS
1.57,0.384,0.267,0.246,0.133,1,0.538,0.265,0.29,0.192,0.453,0.02,-0.054,-0.392,0.114,-0.35,0.0226,0.298,0.088,0.094,0.596,Architecture,FES,100,1,NGS
2.78,0.52,0.545,0.585,0.561,0,0.662,0.33,0.569,0.475,0.646,0.119,0.127,0.308,0.485,0.31,0.0591,0.823,0.424,0.0,0.281,English and Communication,FAMSS,200,1,GS
2.65,0.743,0.65,0.713,0.612,1,0.603,0.225,0.457,0.796,0.587,0.244,-0.08,0.199,0.663,0.22,0.0164,0.365,0.63,0.0,0.622,Public Health,FBMS,100,1,GS
2.39,0.92,0.522,0.566,0.491,0,0.736,0.08,0.505,0.689,0.789,-0.044,0.049,0.149,0.994,-0.26,-0.0053,0.246,0.506,0.0,0.65,Quantity Surveying,FES,100,2,GS
2.44,0.353,0.188,0.501,0.0,2,0.567,0.447,0.468,0.59,0.433,0.146,-0.193,0.397,0.459,-0.36,0.0063,0.24,0.035,0.135,0.36,Computer Engineering,FNAS,200,1,GS
4.02,0.824,0.887,0.784,0.991,0,0.826,0.098,0.661,0.346,0.6,0.026,-0.127,-0.07,0.812,-0.15,-0.0578,0.145,0.716,0.015,0.787,Estate Management,FES,100,2,GS
2.5,0.373,0.52,0.58,0.439,7,0.732,0.269,0.0,0.0,0.148,-0.079,-0.094,0.091,0.464,0.0,0.0559,0.362,0.013,0.174,0.695,Software Engineering,FNAS,200,2,GS
2.82,0.496,0.102,0.239,0.288,2,0.854,0.217,0.538,0.315,0.565,0.003,0.085,-0.131,0.147,0.2,0.1246,0.409,0.0,0.097,0.546,Architecture,FES,200,1,GS
1.5,0.405,0.604,0.306,0.38,1,0.427,0.319,0.216,0.257,0.405,-0.159,-0.231,0.074,0.33,-0.28,0.081,0.079,0.213,0.016,0.489,Biochemistry,FNAS,400,1,NGS
3.22,0.924,1.0,0.949,1.0,1,0.659,0.092,0.1,0.381,0.418,-0.003,-0.292,-0.102,1.0,0.04,-0.0096,0.514,0.814,0.0,0.561,Mathematics,FNAS,100,2,GS
2.66,0.429,0.509,0.619,0.601,2,0.778,0.225,0.39,0.758,0.823,0.258,-0.071,0.1,0.428,-0.46,-0.0366,0.409,0.232,0.156,0.701,Information Technology,FNAS,100,1,GS
1.29,0.485,0.311,0.372,0.32,1,0.619,0.414,0.814,0.305,0.574,0.207,-0.013,-0.09,0.131,0.03,-0.0165,0.07,0.113,0.112,0.273,Cybersecurity,FNAS,100,1,NGS
2.52,0.457,0.537,0.315,0.482,0,0.438,0.096,0.333,0.451,0.836,0.086,-0.04,0.109,0.455,0.37,-0.0239,0.116,0.484,0.011,0.363,Cybersecurity,FNAS,200,1,GS
3.07,0.715,0.746,0.995,0.533,2,0.663,0.509,0.579,0.447,0.143,-0.171,-0.022,-0.085,0.559,0.24,0.0237,0.051,0.539,0.022,0.478,History and International Relations,FAMSS,100,2,GS
2.9,0.882,0.836,1.0,0.988,0,0.476,0.048,0.668,0.629,0.897,-0.228,0.128,0.142,0.75,0.05,-0.0614,0.53,0.814,0.0,0.415,Mathematics,FNAS,100,1,GS
2.37,0.456,0.643,0.386,0.514,1,0.584,0.508,0.162,0.542,0.262,0.024,0.008,0.138,0.455,-0.02,-0.0936,0.45,0.464,0.101,0.444,Public Health,FBMS,100,1,GS
3.31,0.802,0.77,0.857,0.63,2,0.634,0.065,0.51,0.836,0.546,0.075,-0.01,-0.137,0.801,0.45,-0.0258,0.716,0.53,0.013,0.658,Estate Management,FES,100,2,GS
1.29,0.143,0.059,0.186,0.346,1,0.45,0.411,0.065,0.134,0.444,-0.384,-0.077,-0.092,0.149,-0.35,0.0442,0.077,0.0,0.044,0.375,Economics,FAMSS,100,1,NGS
1.94,0.116,0.251,0.204,0.128,6,0.919,0.638,0.229,0.17,0.141,-0.129,-0.47,-0.102,0.169,0.12,0.1186,0.423,0.147,0.273,0.334,Accounting,FAMSS,100,1,NGS
0.97,0.646,0.491,0.604,0.395,1,0.415,0.211,0.456,0.505,0.656,-0.12,-0.268,-0.308,0.274,0.46,0.0152,0.234,0.449,0.023,0.234,Biochemistry,FNAS,200,2,NGS
2.24,0.496,0.653,0.366,0.34,2,0.509,0.426,0.087,0.317,0.34,-0.136,0.023,-0.095,0.337,-0.21,0.0032,0.612,0.254,0.044,0.279,Industrial Chemistry,FNAS,100,2,GS
2.85,0.919,0.969,1.0,0.76,0,0.688,0.033,0.691,0.397,0.645,0.048,0.186,0.071,0.75,0.12,-0.0424,0.44,0.976,0.0,0.669,Cybersecurity,FNAS,400,1,GS
3.22,0.455,0.605,0.785,0.653,1,0.633,0.095,0.529,0.399,0.549,-0.042,0.112,-0.274,0.494,-0.09,-0.021,0.758,0.532,0.0,0.537,Estate Management,FES,300,2,GS
1.54,0.761,0.495,0.713,0.861,0,0.402,0.03,0.779,0.445,0.525,0.263,0.19,0.424,0.716,0.4,-0.0392,0.121,0.269,0.009,0.027,English and Communication,FAMSS,200,2,GS
3.44,0.461,0.497,0.785,0.757,0,0.678,0.288,0.522,0.36,0.578,-0.065,-0.054,-0.254,0.827,0.23,-0.0417,0.393,0.078,0.0,0.366,Physics and Electronics,FNAS,100,2,GS
2.08,0.761,0.92,0.507,0.578,1,0.253,0.15,0.288,0.0,0.71,0.256,-0.066,0.028,0.769,0.23,0.0296,0.734,0.866,0.09,0.187,History and International Relations,FAMSS,300,1,GS
2.73,0.387,0.467,0.59,0.475,1,0.502,0.0,0.319,0.26,0.478,-0.091,0.105,-0.239,0.509,-0.4,0.0754,0.238,0.153,0.0,0.729,Health Information Management,FBMS,200,1,NGS
3.27,0.967,0.768,0.974,1.0,0,0.317,0.148,0.53,0.516,0.663,-0.082,0.125,0.032,0.729,0.32,0.0057,0.334,0.738,0.154,0.449,Business Administration,FAMSS,300,1,GS
3.5,0.673,0.438,0.451,0.591,1,0.311,0.24,0.28,0.114,0.318,-0.077,0.183,-0.265,0.386,-0.26,0.0285,0.34,0.339,0.0,0.17,Nursing,FBMS,100,1,GS
3.18,0.605,0.79,0.836,0.874,1,0.851,0.0,0.498,0.61,0.47,0.134,0.018,0.074,0.811,0.11,0.0753,0.068,0.356,0.029,0.912,Software Engineering,FNAS,100,1,GS
2.99,0.816,0.572,0.693,0.596,0,0.478,0.227,0.285,0.581,0.578,-0.131,0.091,0.202,0.738,-0.0,0.0523,0.781,0.71,0.013,0.551,Doctor of Physiotherapy,FBMS,300,2,GS
1.54,0.364,0.442,0.692,0.528,2,1.0,0.184,0.256,0.589,1.0,0.28,0.141,0.234,0.507,0.27,-0.0512,0.807,0.273,0.148,0.782,Criminology and Security Studies,FAMSS,400,1,GS
2.49,0.678,0.513,0.382,0.249,0,0.425,0.588,0.406,0.79,0.564,-0.013,0.194,0.077,0.459,0.01,-0.0482,0.446,0.232,0.024,0.364,Physics and Electronics,FNAS,200,2,GS
3.51,0.711,0.115,0.573,0.338,0,0.035,0.494,0.0,0.491,0.636,0.109,0.001,0.065,0.414,0.25,-0.0561,0.155,0.275,0.042,0.081,Criminology and Security Studies,FAMSS,300,2,GS
2.19,0.864,0.658,0.845,0.741,0,0.839,0.288,0.608,0.315,0.626,-0.064,-0.042,0.073,0.502,0.17,0.0018,0.626,0.593,0.156,0.665,Computer Science,FNAS,200,2,GS
2.35,0.594,0.312,0.486,0.189,2,0.437,0.379,0.444,0.702,0.383,0.284,0.035,-0.03,0.259,-0.03,-0.0862,0.604,0.271,0.029,0.35,Nursing,FBMS,200,1,GS
1.92,0.634,0.567,0.676,0.602,1,0.211,0.161,0.058,0.038,0.172,-0.258,0.024,-0.35,0.307,0.07,0.0518,0.0,0.392,0.04,0.269,Business Administration,FAMSS,100,1,NGS
3.11,0.414,0.715,0.68,0.628,1,0.789,0.146,0.411,0.382,0.714,-0.102,-0.004,-0.024,0.568,-0.2,-0.0676,0.567,0.111,0.04,0.912,Software Engineering,FNAS,200,2,GS
3.56,0.399,0.0,0.414,0.0,1,0.177,0.141,0.283,0.539,0.742,0.091,-0.089,0.164,0.163,0.3,0.047,0.438,0.227,0.0,0.154,Public Health,FBMS,100,1,GS
3.1,0.408,0.619,0.779,0.528,2,0.764,0.056,0.466,0.441,0.497,0.203,-0.107,0.16,0.52,0.12,-0.1012,0.542,0.375,0.0,0.614,Computer Science,FNAS,100,1,GS
3.11,0.721,0.827,0.92,0.715,0,0.363,0.161,0.368,0.686,0.519,0.027,0.081,0.159,0.586,0.12,-0.0189,0.691,0.551,0.076,0.264,Mathematics,FNAS,100,1,GS
3.11,0.199,0.603,0.622,0.482,2,0.528,0.615,0.18,0.119,0.134,-0.146,-0.15,0.1,0.369,0.4,0.1032,0.192,0.0,0.081,0.169,Mathematics,FNAS,100,2,GS
3.48,0.639,0.65,0.847,0.644,1,0.535,0.146,0.834,0.538,0.529,0.028,-0.119,-0.017,0.607,0.06,0.0034,0.753,0.542,0.032,0.506,English and Communication,FAMSS,400,2,GS
3.91,0.68,0.732,0.71,0.7,1,0.859,0.163,0.846,0.188,0.409,0.203,0.005,0.21,0.861,0.24,-0.0576,0.601,0.283,0.054,0.787,Economics,FAMSS,200,1,GS
2.29,0.312,0.389,0.471,0.494,2,0.869,0.304,0.661,0.875,0.836,0.059,-0.111,0.032,0.181,0.31,-0.1057,0.532,0.07,0.077,0.851,English and Communication,FAMSS,100,2,GS
2.31,0.618,0.819,0.809,0.56,2,0.541,0.0,0.195,0.206,0.228,0.253,-0.221,0.008,0.777,0.23,-0.0557,0.265,0.443,0.046,0.634,Criminology and Security Studies,FAMSS,100,1,GS
2.23,0.463,0.242,0.623,0.782,4,0.523,0.0,0.276,0.347,0.726,0.258,0.18,0.191,0.339,0.71,-0.0611,0.62,0.222,0.237,0.491,Computer Science,FNAS,300,1,GS
2.36,0.574,0.658,0.676,0.564,0,0.69,0.269,0.226,0.152,0.27,-0.116,0.15,0.031,0.71,0.02,0.0411,0.419,0.555,0.0,0.63,Health Information Management,FBMS,100,1,GS
3.23,0.566,0.482,0.573,0.615,0,0.8,0.298,0.411,0.661,0.55,0.273,0.254,-0.024,0.728,0.12,-0.0376,0.068,0.207,0.0,0.548,Nursing,FBMS,100,2,GS
1.74,0.128,0.0,0.183,0.0,4,0.222,0.666,0.0,0.137,0.141,0.021,-0.003,-0.342,0.282,-0.47,-0.05,0.187,0.0,0.323,0.158,Nursing,FBMS,200,1,NGS
1.81,0.143,0.302,0.432,0.325,1,0.0,0.552,0.219,0.28,0.397,0.074,0.012,-0.025,0.354,-0.01,0.0653,0.367,0.094,0.157,0.0,Health Information Management,FBMS,300,2,NGS
1.87,0.486,0.423,0.258,0.198,0,0.189,0.492,0.171,0.378,0.571,-0.027,-0.181,0.005,0.302,-0.06,0.007,0.0,0.168,0.0,0.191,Architecture,FES,100,1,NGS
2.55,0.718,0.786,0.69,0.459,0,0.68,0.067,0.251,0.424,0.507,0.095,-0.139,-0.111,0.441,0.13,0.0181,0.586,0.472,0.038,0.859,Nursing,FBMS,200,1,GS
3.75,0.515,0.673,0.53,0.512,1,0.627,0.175,0.469,0.429,0.334,-0.122,0.047,-0.029,0.464,0.23,-0.0487,0.404,0.327,0.057,0.639,Nursing,FBMS,200,1,GS
2.45,0.573,0.615,0.377,0.438,0,0.705,0.0,0.294,0.559,0.741,0.218,0.106,0.075,0.364,0.28,0.0767,0.92,0.311,0.0,0.906,Mathematics,FNAS,100,1,GS
4.27,0.952,0.931,0.786,0.766,0,0.837,0.245,0.857,0.809,0.904,-0.032,0.179,-0.183,0.824,-0.04,0.0216,0.312,0.848,0.071,0.423,Economics,FAMSS,100,2,GS
3.26,0.984,1.0,0.81,0.681,0,0.619,0.246,0.687,0.503,0.738,0.24,-0.067,-0.063,0.916,0.49,-0.0065,0.89,1.0,0.0,0.497,Biochemistry,FNAS,300,1,GS
2.88,0.501,0.738,0.616,0.402,1,0.38,0.487,0.397,0.0,0.613,0.079,-0.107,0.205,0.431,0.43,0.007,0.635,0.325,0.0,0.219,Physics and Electronics,FNAS,100,1,GS
1.44,0.194,0.169,0.473,0.222,3,0.031,0.648,0.204,0.379,0.654,-0.215,0.094,0.101,0.163,-0.58,0.0199,0.293,0.03,0.22,0.046,Accounting,FAMSS,100,2,NGS
2.49,0.383,0.857,0.577,0.653,0,0.348,0.052,0.116,0.431,0.822,0.214,0.357,-0.013,0.942,-0.01,-0.0518,0.441,0.482,0.004,0.416,Computer Science,FNAS,300,2,GS
3.09,0.312,0.414,0.591,0.279,2,0.614,0.024,0.608,0.446,0.617,0.053,-0.022,-0.031,0.49,0.49,-0.0121,0.372,0.179,0.009,0.493,Cybersecurity,FNAS,200,1,GS
1.99,0.388,0.244,0.414,0.559,2,0.317,0.513,0.217,0.0,0.562,-0.207,-0.278,0.295,0.104,0.33,-0.0795,0.599,0.126,0.062,0.286,Software Engineering,FNAS,100,1,NGS
2.83,0.845,0.56,0.531,0.7,1,0.484,0.353,0.341,0.289,0.637,0.11,0.158,0.237,0.671,-0.09,-0.0236,0.518,0.587,0.042,0.383,Computer Engineering,FNAS,100,2,GS
2.6,0.732,0.46,0.692,0.516,0,0.441,0.174,0.478,0.351,0.298,0.114,-0.006,-0.082,0.434,0.52,0.0455,0.0,0.29,0.089,0.423,Criminology and Security Studies,FAMSS,100,2,GS
1.71,0.466,0.317,0.473,0.627,0,0.355,0.468,0.262,0.042,0.328,-0.106,-0.072,0.089,0.475,-0.35,0.1178,0.178,0.152,0.0,0.084,Criminology and Security Studies,FAMSS,200,2,NGS
3.93,0.517,0.233,0.643,0.14,2,0.636,0.282,0.249,0.138,0.178,-0.011,0.143,-0.122,0.581,-0.09,0.0415,0.374,0.063,0.033,0.608,Computer Engineering,FNAS,100,2,GS
2.76,0.247,0.595,0.85,0.341,2,0.401,0.192,0.356,0.562,0.614,0.099,0.074,-0.064,0.801,0.15,-0.0984,0.005,0.255,0.137,0.288,Architecture,FES,400,1,GS
2.38,0.0,0.27,0.163,0.0,3,0.296,0.0,0.768,0.117,0.646,-0.038,-0.03,-0.295,0.228,0.23,-0.0651,0.47,0.0,0.166,0.405,Business Administration,FAMSS,300,1,GS
1.62,0.547,0.562,0.718,0.56,1,0.524,0.104,0.673,0.272,0.513,0.226,0.071,0.159,0.519,0.39,-0.0098,0.335,0.324,0.038,0.305,Estate Management,FES,100,2,GS
1.98,0.256,0.569,0.572,0.171,5,0.252,0.068,0.202,0.417,0.457,-0.368,-0.269,-0.157,0.318,0.08,0.0215,0.521,0.249,0.351,0.312,History and International Relations,FAMSS,300,2,NGS
3.42,1.0,1.0,1.0,0.863,1,0.525,0.164,0.813,0.948,0.331,0.039,-0.152,0.069,0.973,-0.02,0.0401,0.597,0.954,0.076,0.57,Computer Engineering,FNAS,100,1,GS
2.96,0.314,0.488,0.543,0.654,2,0.554,0.155,0.508,0.531,0.687,-0.394,-0.032,0.065,0.205,0.48,0.0124,0.484,0.035,0.0,0.711,Software Engineering,FNAS,100,1,GS
2.96,0.633,0.531,0.769,0.399,0,0.569,0.151,0.844,0.449,0.583,0.144,0.029,0.074,0.538,0.1,-0.0374,0.618,0.273,0.034,0.585,Computer Engineering,FNAS,100,2,GS
2.82,0.413,0.621,0.711,0.36,1,0.545,0.477,0.043,0.551,0.363,0.052,0.05,-0.077,0.38,0.03,-0.0242,0.138,0.321,0.015,0.156,Health Information Management,FBMS,200,2,GS
2.91,0.433,0.191,0.555,0.345,4,0.472,0.303,0.565,0.0,0.589,-0.002,0.209,0.095,0.473,0.37,-0.0634,0.0,0.097,0.028,0.251,Business Administration,FAMSS,200,2,GS
3.07,0.716,0.585,0.556,0.72,0,0.75,0.11,0.438,0.61,0.634,0.025,0.015,0.073,0.909,0.07,-0.0466,0.226,0.577,0.0,0.798,Information Technology,FNAS,300,1,GS
1.95,0.662,0.664,0.623,0.743,0,0.844,0.302,0.473,0.417,0.579,-0.279,0.204,0.168,0.777,0.1,-0.0827,0.604,0.579,0.022,0.593,Cybersecurity,FNAS,100,2,GS
3.58,0.583,0.467,0.648,0.537,1,0.541,0.288,0.41,0.217,0.805,0.283,0.081,0.121,0.504,-0.15,0.0674,0.622,0.229,0.0,0.513,Health Information Management,FBMS,100,2,GS
2.45,0.509,0.543,0.688,0.495,0,0.581,0.0,0.364,0.531,0.99,0.255,0.201,-0.061,0.377,0.19,-0.0779,0.725,0.279,0.0,0.495,Economics,FAMSS,100,1,GS
3.11,0.563,0.644,0.485,0.39,1,0.73,0.156,0.264,0.449,0.57,0.002,0.12,-0.258,0.387,-0.05,-0.0008,0.731,0.335,0.03,0.87,Architecture,FES,300,2,GS
3.69,0.598,0.683,0.607,0.527,0,0.778,0.0,0.456,0.071,0.82,-0.199,-0.074,0.011,0.513,0.3,0.0422,0.409,0.48,0.0,0.695,Public Health,FBMS,200,1,GS
2.52,0.509,0.504,0.49,0.23,1,0.243,0.662,0.376,0.394,0.217,-0.207,-0.318,0.223,0.131,-0.2,0.0783,0.157,0.263,0.0,0.089,Criminology and Security Studies,FAMSS,200,2,NGS
3.07,0.227,0.406,0.577,0.265,1,0.644,0.408,0.113,0.254,0.202,-0.214,0.159,-0.179,0.0,0.07,-0.054,0.454,0.187,0.066,0.325,Quantity Surveying,FES,400,1,GS
2.6,0.52,0.656,0.607,0.364,2,0.568,0.44,0.842,0.223,0.412,0.149,0.002,-0.118,0.093,-0.1,-0.1006,0.134,0.286,0.074,0.313,Software Engineering,FNAS,200,2,GS
2.8,0.254,0.289,0.404,0.208,4,0.664,0.451,0.407,0.275,0.518,0.064,0.028,0.311,0.369,0.67,0.15,0.894,0.091,0.109,0.373,Computer Engineering,FNAS,100,2,GS
2.71,0.85,0.992,0.657,0.785,0,0.375,0.256,0.321,0.283,0.509,0.167,-0.009,0.059,0.601,0.08,-0.0096,0.373,0.943,0.0,0.302,Quantity Surveying,FES,100,2,GS
3.47,0.609,0.277,0.335,0.062,1,0.658,0.163,0.315,0.277,1.0,0.154,0.28,-0.065,0.558,0.22,-0.0427,0.557,0.141,0.0,0.571,History and International Relations,FAMSS,100,2,GS
3.73,0.729,0.434,0.751,0.545,0,0.95,0.254,0.363,0.332,0.851,-0.02,-0.136,0.394,0.234,-0.06,-0.1196,0.778,0.351,0.0,0.554,Computer Engineering,FNAS,200,1,GS
2.48,0.581,0.824,1.0,0.891,2,0.5,0.38,0.756,0.533,1.0,0.207,0.076,-0.139,0.931,-0.39,-0.0855,0.358,0.393,0.008,0.341,Information Technology,FNAS,100,1,GS
2.97,0.112,0.179,0.234,0.27,5,0.396,0.26,0.65,0.267,0.525,-0.043,0.101,0.197,0.379,0.08,0.0036,0.433,0.116,0.062,0.212,Doctor of Physiotherapy,FBMS,300,1,GS
1.12,0.889,0.706,0.756,0.67,1,0.632,0.03,0.228,0.0,0.788,0.401,0.015,0.365,0.613,0.8,-0.0515,0.154,0.823,0.1,0.752,Doctor of Physiotherapy,FBMS,200,2,GS
3.29,0.432,0.648,0.582,0.416,0,0.361,0.911,0.416,0.239,0.327,-0.024,0.132,0.196,0.584,-0.01,0.1113,0.517,0.142,0.037,0.0,Industrial Chemistry,FNAS,100,2,GS
3.08,0.841,0.689,0.798,0.618,0,0.64,0.208,0.002,0.0,0.592,-0.058,0.156,0.16,0.606,-0.04,-0.0335,0.283,0.539,0.0,0.673,Biochemistry,FNAS,200,2,GS
1.44,0.968,0.775,0.986,0.746,0,0.392,0.024,0.244,0.0,0.174,0.438,-0.033,-0.037,0.797,0.2,-0.114,0.389,0.672,0.008,0.28,Software Engineering,FNAS,200,1,GS
2.16,0.714,0.374,0.855,0.524,2,0.622,0.076,0.522,0.069,0.553,0.032,0.392,0.183,0.348,0.29,-0.0293,0.813,0.088,0.045,0.426,Economics,FAMSS,200,2,GS
2.39,0.317,0.215,0.234,0.068,2,0.274,0.27,0.192,0.17,0.36,-0.076,0.033,-0.099,0.0,-0.06,0.0543,0.179,0.0,0.029,0.149,Accounting,FAMSS,300,1,GS
3.4,0.544,0.564,0.94,0.798,2,0.479,0.032,0.101,0.979,0.487,-0.338,-0.071,0.076,0.74,-0.37,0.0142,0.512,0.148,0.045,0.66,Computer Engineering,FNAS,100,2,GS
2.0,0.327,0.397,0.001,0.428,6,0.487,0.449,0.156,0.346,0.289,-0.116,-0.012,-0.127,0.0,0.02,0.0178,0.14,0.05,0.345,0.245,Information Technology,FNAS,100,1,GS
3.26,0.787,0.878,0.705,0.651,0,0.717,0.234,0.112,0.48,0.863,0.309,0.407,0.245,0.936,-0.08,0.0298,0.346,0.61,0.0,0.568,Architecture,FES,200,2,GS
1.95,0.523,0.608,0.79,0.584,2,0.569,0.243,0.29,0.471,0.361,0.328,0.189,0.212,0.674,0.14,-0.106,0.304,0.345,0.106,0.316,Biochemistry,FNAS,100,2,GS
4.08,0.662,0.864,0.622,0.909,0,0.768,0.265,0.545,0.457,0.605,-0.386,-0.177,0.142,0.594,0.16,-0.0465,0.305,0.652,0.0,0.476,Physics and Electronics,FNAS,300,2,GS
2.27,0.574,0.386,0.733,0.536,2,0.58,0.259,0.44,0.384,0.593,0.065,-0.068,-0.137,0.486,0.18,0.0179,0.573,0.248,0.112,0.486,Accounting,FAMSS,300,2,GS
1.96,0.679,0.603,0.508,0.499,1,0.546,0.259,0.307,0.774,1.0,0.092,0.156,0.007,0.664,-0.07,0.0447,0.359,0.251,0.031,0.367,Software Engineering,FNAS,300,1,GS
3.72,0.866,0.957,0.696,1.0,0,0.859,0.107,0.37,0.539,0.638,-0.183,0.021,-0.108,1.0,0.17,-0.0017,0.34,1.0,0.034,0.862,Accounting,FAMSS,100,1,GS
2.56,0.581,0.582,0.569,0.689,1,0.849,0.285,0.389,0.375,0.819,0.143,-0.142,0.074,0.488,0.44,-0.0252,0.538,0.45,0.026,0.692,Economics,FAMSS,400,2,GS
2.88,0.98,1.0,0.968,0.922,0,0.32,0.265,0.596,0.16,0.499,0.161,0.165,0.158,1.0,-0.02,-0.0613,0.0,1.0,0.0,0.24,Biochemistry,FNAS,300,2,GS
1.68,0.42,0.487,0.235,0.562,6,0.631,0.571,0.129,0.058,0.255,-0.036,-0.093,-0.054,0.416,-0.02,0.0635,0.222,0.088,0.502,0.22,Biochemistry,FNAS,100,1,NGS
2.78,0.932,0.662,0.589,0.796,1,0.713,0.407,0.48,0.688,0.702,0.113,0.346,0.048,0.546,0.3,0.0233,0.251,0.62,0.079,0.563,Computer Science,FNAS,100,2,GS
2.18,0.651,0.534,0.482,0.861,3,0.742,0.155,0.464,0.497,0.489,0.499,0.093,0.043,0.397,0.58,0.1053,0.414,0.38,0.22,0.704,Computer Engineering,FNAS,100,1,GS
2.9,0.684,0.631,0.41,0.511,3,0.931,0.088,0.47,0.198,0.551,-0.098,0.048,0.194,0.614,-0.05,0.117,0.302,0.527,0.028,0.834,Architecture,FES,400,1,GS
3.02,0.83,0.709,0.541,0.64,0,0.88,0.22,0.053,0.346,0.433,0.15,0.079,0.121,0.49,0.35,0.0224,0.391,0.447,0.02,0.701,History and International Relations,FAMSS,100,1,GS
2.82,0.445,0.485,0.591,0.341,1,0.604,0.197,0.307,0.167,0.429,-0.288,-0.052,-0.003,0.377,0.25,0.0286,0.064,0.251,0.0,0.474,Computer Science,FNAS,300,2,GS
4.3,0.647,0.624,0.616,0.468,0,0.885,0.277,0.579,0.35,0.372,-0.034,-0.205,0.132,0.781,0.12,-0.0987,0.3,0.525,0.0,0.533,Nursing,FBMS,300,2,GS
2.63,0.943,0.929,0.856,0.673,1,0.454,0.129,0.713,0.625,0.288,0.207,-0.242,0.409,1.0,0.27,-0.048,0.598,0.899,0.119,0.217,Public Health,FBMS,200,2,GS
1.99,0.69,0.785,0.798,0.884,0,0.617,0.06,0.375,0.664,0.625,-0.08,0.164,0.228,0.827,0.29,0.0143,0.683,0.334,0.011,0.52,Cybersecurity,FNAS,300,2,GS
2.92,0.727,0.826,0.806,0.723,2,0.723,0.222,0.257,0.887,0.967,-0.057,0.073,-0.044,0.455,-0.01,0.0254,0.669,0.557,0.087,0.701,Biochemistry,FNAS,400,2,GS
2.71,0.556,0.599,0.728,0.423,3,0.894,0.117,0.403,0.714,0.291,0.261,-0.04,-0.138,0.565,0.8,0.0238,0.534,0.435,0.155,0.823,Business Administration,FAMSS,100,2,GS
1.85,0.731,0.972,0.639,0.295,2,0.587,0.262,0.321,0.132,0.417,0.177,-0.101,-0.139,0.588,0.29,-0.0722,0.096,0.719,0.091,0.484,Physics and Electronics,FNAS,100,2,GS
1.29,0.853,0.988,0.926,0.631,0,0.891,0.265,0.449,0.953,0.885,0.102,0.19,0.353,0.891,0.25,0.0092,0.708,0.902,0.0,0.661,English and Communication,FAMSS,200,2,GS
